
0	0	1.32
0.1	0	113.81
0.2	0	233.055
0.3	0	244.624
0.4	0	359.48
0.5	0	188.424
0.6	0	308.892
0.7	0	-26.4151
0.8	0	114.326
0.9	0	-270.117
1	0	-112.857
1.1	0	-384.327
1.2	0	-255.253
1.3	0	-275.221
1.4	0	-261.279
1.5	0	27.5905
1.6	0	-171.723
1.7	0	381.652
1.8	0	-85.3254
1.9	0	606.658
2	0	-86.4867
0	0.1	100.521
0.1	0.1	213.011
0.2	0.1	332.256
0.3	0.1	343.826
0.4	0.1	458.681
0.5	0.1	287.625
0.6	0.1	408.093
0.7	0.1	72.786
0.8	0.1	213.527
0.9	0.1	-170.916
1	0.1	-13.6555
1.1	0.1	-285.125
1.2	0.1	-156.052
1.3	0.1	-176.02
1.4	0.1	-162.078
1.5	0.1	126.792
1.6	0.1	-72.5217
1.7	0.1	480.853
1.8	0.1	13.8758
1.9	0.1	705.859
2	0.1	12.7145
0	0.2	189.533
0.1	0.2	302.023
0.2	0.2	421.268
0.3	0.2	432.838
0.4	0.2	547.693
0.5	0.2	376.637
0.6	0.2	497.106
0.7	0.2	161.798
0.8	0.2	302.539
0.9	0.2	-81.9037
1	0.2	75.3568
1.1	0.2	-196.113
1.2	0.2	-67.0399
1.3	0.2	-87.0078
1.4	0.2	-73.0661
1.5	0.2	215.804
1.6	0.2	16.4906
1.7	0.2	569.865
1.8	0.2	102.888
1.9	0.2	794.871
2	0.2	101.727
0	0.3	288.529
0.1	0.3	401.019
0.2	0.3	520.264
0.3	0.3	531.834
0.4	0.3	646.689
0.5	0.3	475.633
0.6	0.3	596.102
0.7	0.3	260.794
0.8	0.3	401.535
0.9	0.3	17.0923
1	0.3	174.353
1.1	0.3	-97.1172
1.2	0.3	31.9561
1.3	0.3	11.9881
1.4	0.3	25.9299
1.5	0.3	314.8
1.6	0.3	115.487
1.7	0.3	668.861
1.8	0.3	201.884
1.9	0.3	893.867
2	0.3	200.723
0	0.4	383.804
0.1	0.4	496.294
0.2	0.4	615.538
0.3	0.4	627.108
0.4	0.4	741.964
0.5	0.4	570.908
0.6	0.4	691.376
0.7	0.4	356.069
0.8	0.4	496.81
0.9	0.4	112.367
1	0.4	269.627
1.1	0.4	-1.84257
1.2	0.4	127.231
1.3	0.4	107.263
1.4	0.4	121.204
1.5	0.4	410.075
1.6	0.4	210.761
1.7	0.4	764.136
1.8	0.4	297.159
1.9	0.4	989.142
2	0.4	295.997
0	0.5	399.213
0.1	0.5	511.703
0.2	0.5	630.948
0.3	0.5	642.517
0.4	0.5	757.373
0.5	0.5	586.317
0.6	0.5	706.785
0.7	0.5	371.478
0.8	0.5	512.219
0.9	0.5	127.776
1	0.5	285.036
1.1	0.5	13.5665
1.2	0.5	142.64
1.3	0.5	122.672
1.4	0.5	136.614
1.5	0.5	425.484
1.6	0.5	226.17
1.7	0.5	779.545
1.8	0.5	312.568
1.9	0.5	1004.55
2	0.5	311.406
0	0.6	419.386
0.1	0.6	531.876
0.2	0.6	651.121
0.3	0.6	662.691
0.4	0.6	777.546
0.5	0.6	606.49
0.6	0.6	726.958
0.7	0.6	391.651
0.8	0.6	532.392
0.9	0.6	147.949
1	0.6	305.21
1.1	0.6	33.7396
1.2	0.6	162.813
1.3	0.6	142.845
1.4	0.6	156.787
1.5	0.6	445.657
1.6	0.6	246.343
1.7	0.6	799.718
1.8	0.6	332.741
1.9	0.6	1024.72
2	0.6	331.58
0	0.7	550.667
0.1	0.7	663.157
0.2	0.7	782.402
0.3	0.7	793.972
0.4	0.7	908.827
0.5	0.7	737.771
0.6	0.7	858.24
0.7	0.7	522.932
0.8	0.7	663.673
0.9	0.7	279.23
1	0.7	436.491
1.1	0.7	165.021
1.2	0.7	294.094
1.3	0.7	274.126
1.4	0.7	288.068
1.5	0.7	576.938
1.6	0.7	377.625
1.7	0.7	930.999
1.8	0.7	464.022
1.9	0.7	1156
2	0.7	462.861
0	0.8	565.778
0.1	0.8	678.268
0.2	0.8	797.513
0.3	0.8	809.083
0.4	0.8	923.938
0.5	0.8	752.882
0.6	0.8	873.351
0.7	0.8	538.043
0.8	0.8	678.784
0.9	0.8	294.341
1	0.8	451.602
1.1	0.8	180.132
1.2	0.8	309.205
1.3	0.8	289.237
1.4	0.8	303.179
1.5	0.8	592.049
1.6	0.8	392.736
1.7	0.8	946.11
1.8	0.8	479.133
1.9	0.8	1171.12
2	0.8	477.972
0	0.9	370.91
0.1	0.9	483.4
0.2	0.9	602.644
0.3	0.9	614.214
0.4	0.9	729.069
0.5	0.9	558.013
0.6	0.9	678.482
0.7	0.9	343.175
0.8	0.9	483.916
0.9	0.9	99.4726
1	0.9	256.733
1.1	0.9	-14.7368
1.2	0.9	114.336
1.3	0.9	94.3685
1.4	0.9	108.31
1.5	0.9	397.18
1.6	0.9	197.867
1.7	0.9	751.242
1.8	0.9	284.264
1.9	0.9	976.247
2	0.9	283.103
0	1	380.469
0.1	1	492.959
0.2	1	612.203
0.3	1	623.773
0.4	1	738.628
0.5	1	567.572
0.6	1	688.041
0.7	1	352.733
0.8	1	493.475
0.9	1	109.031
1	1	266.292
1.1	1	-5.17798
1.2	1	123.895
1.3	1	103.927
1.4	1	117.869
1.5	1	406.739
1.6	1	207.426
1.7	1	760.801
1.8	1	293.823
1.9	1	985.806
2	1	292.662
